운영기관명,상품명,운영기관구분,상품구분,학자금유형구분,대학구분,학년구분,학과구분,성적기준,소득기준,지원금액,특정자격,지역거주여부,신청기간,선발방법,선발인원,자격제한,추천필요여부,제출서류
초록우산어린이재단,처브에이스드림 장학생,민간(기타),장학금,소득구분,"4년제(5~6년제포함),전문대(2~3년제)","대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","사회계열,특정학과", - 이전 학기 까지 학업 성적 평균 3.0/4.5만점 (2.8/4.3만점)이상인 자 ," - 법정보호세대 (수급자, 차상위) 및 일반 저소득 세대(중위소득 70%이하) - 한국장학재단 소득분위 1~3분위  * 다문화가정 자녀, 보험 관련 자격증 보유자 우대", - 연간 700만원 / 1년 * 한국장학재단 및 학교 장학금과 중복수혜 가능 * 타 기업 및 기관 장학금과 중복수혜 불가능," * 아래 사항을 모두 충족한 자 - 경영 및 보험 관련 전공 4학기 이상 이수한 자 - 학과 과정 중, 보험관련 과목 이수완료 혹은 장학금 수혜기간 내 이수 예정자 - 학업이 우수하나, 가정형편이 어려운 자",제한없음, - 2019-06-03 ~ 2019-06-28, - 서류심사 - 최종면접,약간명,제한없음,불필요, - 에이스손해보험 장학금 신청서 - 학업계획서 - 주민등록표(뒷자리 삭제요망) - 개인정보 수집 및 이용 동의서 - 성적증명서 - 소득분위 확인서류 * 해당자 서류 - 수급자증명서 - 차상위 확인가능 서류 - 일반저소득 증빙서류 - 다문화가정 증빙서류 - 보험관련자격증 증빙서류 * 그 외 법정보호세대 및 일반저소득 증빙서류는 첨부자료 참고 * 자세한 사항은 첨부자료 참고 * 해당 서류 구비 후 이메일 접수 cleant21c@childfund.or.kr
가정종합사회복지관,엄복득장학기금장학생,민간(기타),장학금,소득구분,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음, - 가정형편이 어려운 자 , - 장학생 선발 학기부터 졸업 학기까지 등록금 전액 및 면학장학금 지원," - 대한민국 국적 대학생(신입생/재학생) - 소년소녀가장, 한부모가정, 장애인가정, 조손가정에서 성장하는 청소년으로 학업수행을 성실히 하여 대학에 진학한 학생 - 일반 저소득가정에서 성장하는 청소년으로 학업수행을 성실히 하여 대학에 진학한 학생",제한없음, - 2021-01-18 ~ 2021-02-04,기준없음, - 4~5명, - 국가장학금 및 타 장학재단 장학금 중복지원 불가 ,불필요," - 지원신청서 - 자기소개서 - 추천서(학교장/시설장/지도교수 등) - 개인정보 제공 활용 동의서 - 성적증명서 (현재 대학 재학생) - 대학 합격통지서 - 가족관계증명서 - 주민등록등본 - 소득관련 증빙 서류 1부 (해당서류)    *국민기초생활수급대상자 또는 차상위대상자인 경우에는 대상자 증명서를 제출해야 하며 그 외 저소득층인 경우에 부모(조부)과세납부 증명서 또는 재산세 납부증명서, 보호자의 건강보험료 납부확인서 및 건강보험증 사본을 제출. - 사진(명함판, 스냅) 각 1매씩  * 자세한 사항은 홈페이지 참고 필수"
구미농협,조합원자녀장학생,민간(기업),장학금,기타,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 학업성적이 우수하고 품행이 모범적인 학생 우선 선발, - 가정형편이 어려운 자 우선 선발(기초생활수급자)," - 1,000,000원"," - 구미농협 조합원 자녀로서 국내소재 대학 재학생 - 다른 장학재단, 기관, 단체, 학교 등으로부터 등록금 전액이나 일부를 지급받거나 면제 받은 자는 대상에 포함하되 후순위로 배정 - 조합원 직계 자녀만 대상이며 손자, 손녀 등은 제외 - 농협(계통농협 포함) 직원자녀는 대상에서 제외",제한없음, - 2021-01-21 ~ 2021-02-03,기준없음, - 60명," - 2021년 2월 졸업예정자는 제외 - 최근 1년 이내(2020.01.01.이후) 가입한 조합원자녀는 대상에서 제외 - 최근 5년 이내 동 장학금을 받은 조합원자녀는 제외 (동일 세대를 기준으로 적용하며 5년이 경과했더라도 신청자가 많을 경우 순차적 후순위로 배정되며, 신청자가 적을 경우 동 요건이 완화될 수 있음)",불필요, - 2021년도 조합원 자녀 장학생 지원신청서 - 재학증명서(신입생의 경우 합격증)와 등록금 납부 영수증 - 건강보험자격득실확인서 - 가족관계증명서 - 기초생활수급대상자 확인서(필요시)
전주시청,대학생학자금대출이자지원,지자체,학자금,지역연고,"4년제(5~6년제포함),일반대학원,전문대(2~3년제),전문대학원","대학2학기,대학3학기,대학4학기,대학6학기,대학7학기,대학8학기이상,대학신입생,박사과정,석사2학기이상,석사신입생(1학기)","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음,제한없음, - 2016년부터 한국장학재단에서 받은 등록금 대출의 당해 학기 발생이자자, - 신청기준일 현재 전주시에 주민등록 주소를 둔 대학(원)생, - 전주시에 주민등록이 되어 있는 대학(원)생, - 2021-05-03 ~ 2021-06-04,기준없음,약간명, - 전주시 외 지역 전출 - 고등 교육기관 제적·수료 졸업 - 생활비 대출 제외,불필요, * 온라인 신청(전주시청 홈페이지) ** 배너클릭 또는 교육/체육-교육지원-대학생 학자금대출 이자지원-신청
(재)한국과학창의재단,대한민국인재상,관계부처,장학금,기타,"4년제(5~6년제포함),기술대학,원격대학,일반대학원,전문대(2~3년제),전문대학원,제한없음,학점은행제 대학","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,박사과정,석사2학기이상,석사신입생(1학기),연령제한,제한없음","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음,제한없음," - 2,500,000원"," * 지혜와 열정으로 탁월한 성취를 이루며, 창의적 사고로 새로운 가치를 창출하고 배려와 공동체 의식 등을 갖춘 우수 인재",제한없음, - 2020-07-31 ~ 2020-08-31,기준없음, - 50명, - 연령제한 : 만 15세 미만 및 29세 초과자, * 후보자를 정확히 평가할 수 있는 인사의 추천동기 및 소견내용이 충실한 추천서 제출 - 소속기관 상급자 1인 또는 최종학교 교사/교수 1인의 추천서(필수) - 후보자를 잘 알고 추천할 수 있는 사회 인사 1인(선택) , * 1차 지원 서류 - 추천서 - 이력서 및 자기소개서(온라인 작성) - 개인정보 수집·이용 및 제공에 대한 안내 및 동의서(온라인 작성) - 주민등록표 등본 - 학력 증명서(택1) - 해당자 증빙·선택서류 (해당자만 제출) * 2차 지원 서류 - 성과 증빙서류 제출 목록 - 수상·자격증·기록·취업·창업 등 공적 증빙서류 ※ 자세한 사항은 첨부파일 참조
한국시각장애인복지재단,등대장학금,민간(기타),장학금,장애인,4년제(5~6년제포함),"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음"," - 직전 학기 성적 3.0 이상(4.5 만점, 신입생은 성적기준 적용하지 않음) ",제한없음," - 학업에 필요한 추가비용을 지원, 장학생 선정시 확정 * 타 장학금 수혜자도 신청 가능", - 2019년 2학기 등록 예정인 4년제 대학 재학생 중 등록시각장애인(1급~6급)인 대학생,제한없음, - 2019-07-01 ~ 2019-07-19 18:00까지,기준없음,약간명," - 대학원, 방송통신대, 사이버대 제외",불필요," - 신청서 - 자기소개서 - 개인정보활용동의서 - 직전학기 성적증명서 ( 신입생은 입학통지서 또는 합격증 ) - 소득 증빙 서류(2018년 1월 ~ 12월 기준, 택1) (건강보험료납부확인서 또는 재산세납부증명서 또는 재산세미과세증명서) * 자세한 사항은 홈페이지 공고 참조"
수원과학대학교,"교내(원호자녀,교육보호,새터민)",대학교,장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적이 12학점(평점 2.0) 이상 취득한 자,제한없음, - 등록금 범위 내 감면 처리," - 수원과학대학교 재학생 - 학부생중 원호자녀, 교육보호, 북한이탈주민 학생 - 해당기관 발행 증빙서류 제출 가능자로 직전학기 미 수혜자",제한없음, - 2021-06-15 ~ 2021-06-22,기준없음,약간명," - 장학금 지급 후 결격사유 발생시 전액 회수조치(예 : 휴학, 자퇴, 장결, 학기 미 이수자, 지급목적 불이행, 지도 불응, 중복수혜, 각종 징계자, 관련서류 허위 등)",불필요, - 장학금 신청 및 수혜대상 추천서 - 관할 보훈지청발행 대학수업료 - 면제대상자 증명서 - 교육보호 대상자 증명서 - 북한이탈주민지원센터 수업료감면 증명서 - 해당 증빙서류 
수원과학대학교,교내장학금(교직원자녀),대학교,장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적이 12학점(평점 2.0) 이상 취득한 자,제한없음, - 등록금 범위 내 감면, - 수원과학대학교 재학생 - 본교 재단에서 유지 경영하는 재단임직원자녀 또는 교직원자녀 - 직전학기 미 수혜자,제한없음, - 2021-06-15 ~ 2021-06-22,기준없음,약간명," - 장학금 지급 후 결격사유 발생시 전액 회수조치(예 : 휴학, 자퇴, 장결, 학기 미 이수자, 지급목적 불이행, 지도 불응, 중복수혜, 각종 징계자, 관련서류 허위 등) - 직전학기 기 수혜자",불필요, * 교내장학금으로 신청시 학교 장학 담당자에게 문의 필수. - 주민등록등본 ( * 부모와 같은 세대구성이 아닐 경우 부모 명의 가족관계증명서 추가제출) - 재직증명서 - 관련서류에 등재되어 있는 인원에 대한 개인정보 제공 동의서
수원과학대학교,교내장학금(교육자자녀),대학교,장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적이 12학점(평점 2.0) 이상 취득한 자,제한없음, - 등록금 범위 내 감면 처리," - 수원과학대학교 재학생 - 초, 중, 고, 국 공립 직업훈련학교 재직교원의 자녀 - 수업에 직접 참여하는 선생님에 한함",제한없음, - 2021-06-15 ~ 2021-06-22,기준없음,약간명," - 장학금 지급 후 결격사유 발생시 전액 회수조치(예 : 휴학, 자퇴, 장결, 학기 미 이수자, 지급목적 불이행, 지도 불응, 중복수혜, 각종 징계자, 관련서류 허위 등) - 교장, 교감 등 학교운영 관련 참여 교원 제외",불필요, * 교내장학금으로 신청시 학교 장학 담당자에게 문의 필수. - 주민등록등본(부모와 같은 세대구성이 아닐 경우 부모 명의 가족관계증명서 추가 제출) - 교원 재직증명서 - 관련서류에 등재되어 있는 인원에 대한 개인정보제공 동의서 
수원과학대학교,교내장학금(다자녀가정),대학교,장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적이 12학점 이상 취득한 자,제한없음, - 등록금 범위 내 지급," - 수원과학대학 재학생으로, 한국장학재단 국가다자녀로 확인된 자로 기수혜장학금을 포함하여 등록금 범위 내 10만원 이상 수혜가능자",제한없음, - 2020-06-01 ~ 2020-06-11 16:00까지,기준없음,약간명," - 장학금 지급 후 결격사유 발생시 전액 회수조치(예 : 휴학, 자퇴, 장결, 학기 미 이수자, 지급목적 불이행, 지도 불응, 중복수혜, 각종 징계자, 관련서류 허위 등)",불필요, * 제출서류 없음 - 포털시스템로그인 - 종합정보시스템 - 정보광장 - 학사 - 다자녀/복지장학금 신청
수원과학대학교,교내장학금(장애인),대학교,장학금,장애인,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적이 12학점(평점 2.0) 이상 취득한 자,제한없음, - 등록금 범위 내 감면처리, - 수원과학대학교 재학생 - 장애 판정을 받은 학생(장애지원센터 등록자),제한없음, - 2021-06-15 ~ 2021-06-22 * 별도로 신청하지 않아도 해당자일 경우 자동처리 됨,기준없음,약간명," - 장학금 지급 후 결격사유 발생시 전액 회수조치(예 : 휴학, 자퇴, 장결, 학기 미 이수자, 지급목적 불이행, 지도 불응, 중복수혜, 각종 징계자, 관련서류 허위 등)",불필요," * 별도의 신청없이도, 학생지원처에서 일괄처리 하므로 제출서류 없음"
수원과학대학교,"교내장학금(성적최우수,우리누리)",대학교,장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", * 성적최우수 - 성적이 우수한 학생,제한없음, - 등록금 범위 내 감면 처리," - 수원과학대학교 재학생 * 우리누리 - 산업체위탁반, 전공심화과정반, 외국인 포함",제한없음, - 2021-06-15 ~ 2021-06-22 * 별도의 신청 없이 일괄 처리되므로 개별 신청 없음,기준없음,약간명," - 장학금 지급 후 결격사유 발생시 전액 회수조치(예 : 휴학, 자퇴, 장결, 학기 미 이수자, 지급목적 불이행, 지도 불응, 중복수혜, 각종 징계자, 관련서류 허위 등)",불필요, * 별도의 신청 없이 일괄 처리되므로 개별 신청 없음
수원과학대학교,교내장학금(복지),대학교,장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음, - 한국장학재단 국가 Ⅰ유형 신청자 중 소득구간이 0~8구간 이내로 확인된 자 중 등록금 범위 내 10만원 이상 수혜 가능자,금액미정, - 수원과학대학교 재학생 - 국가장학금 신청자 중 국가장학생으로 선발된 자,제한없음, - 2021-06-14 ~ 2021-06-16,기준없음,약간명," - 소득분위 미 확인자 제외 - 장학금 지급 후 결격사유 발생시 전액 회수조치(예 : 휴학, 자퇴, 장결, 학기 미 이수자, 지급목적 불이행, 지도 불응, 중복수혜, 각종 징계자, 관련서류 허위 등)"," * 장학사정관 추천제 운영 - 국가장학금 신청자 중 국가 및 교내, 외 장학대상에서 제외된 자로 소득분위와 관계없이 특별한 사유로 추천을 받고자하는 자 "," - 교내 포털 시스템 개별신청 장학금으로, 제출서류 없음 * 교내 장학금으로, 자세한 사항은 홈페이지 공고 참조"
성결대학교,가족장학금,대학교,장학금,기타,제한없음,제한없음,제한없음,제한없음,제한없음,금액미정, - 학교 다니는 학생중 가족인 경우 ,제한없음, -2021-08-30~2021-09-03, - 장학금 신청서를 출력하여 해당 서류와 함께 학생지원과에 제출 ,약간명, - 중복지원 불가 ,불필요, - 가족관계증명서 1부 - 재학증명서 1부  - 성적증명서 1부 
성결대학교,공무장학금,대학교,장학금,기타,제한없음,제한없음,제한없음,제한없음,제한없음,금액미정, - 국영기업체 및 관공서 근무자인 경우 ,제한없음, - 2021-08-30~2021-09-03, -  장학금 신청서를 출력하여 해당 서류와 함께 학생지원과에 제출 ,약간명, - 중복지원 불가 ,불필요," - 국영기업체 및 관공서 근무자(본인) - 재직증명서 1부 또는 공무(원) 신분증 사본 1부  - 7,9급 공무원 공채 합격자 - 공무원 합격 증명서 1부 "
경기대학교,정착장학금,대학교,장학금,기타,특정대학,제한없음,제한없음,제한없음,제한없음, - 생활지원비 : 2021-2 신입생 - 등록금의 30% - 외국인 재학생 석차 2%~6% 이내 - 등록금의 30% - 외국인 재학생 석차 8%~34% 이내 - 등록금의 20% , - 경기대학교의 신입생 및 재학생 ,제한없음, - 2021-09-28~2021-10-04,기준없음,약간명,제한없음,불필요,없음
(재)보성군장학재단,군정발전유공 장학생,지자체,장학금,지역연고,제한없음,제한없음,제한없음,제한없음, - 중위소득 140% 초과한 가구의 학생 ," - 1,500,000원", - 부모 명의 가족관계증명서에 본인을 포함한 형제자매가 3명 이상인 가구의 학생, - 본인 및 부모가 공고일 현재 보성군에 1년 이상 주소를 두고 실제 거주하고 있는 세대의 손·자녀 - 대학생은 관외 거주자도 신청 가능, - 2021-03-29 ~ 2021-04-16," - 선정기준 : 자녀수 50%, 소득평가 50%", - 10명명," - 국가 등으로부터 학비 등을 지원받는 육사, 해사, 공사, 경찰대 등 재학생 - 교육비 납입액이 50만원 이하 인 대학생 - 정규 학제 기간을 초과한 자 - 대학원생 - 국외 유학생 - 상반기 기수혜자 * 자세한 사항은 첨부파일 참조",불필요, - 장학금지원 신청서 - 등록금 납입증명서
신경대학교,교직원가족장학금,대학교,장학금,기타,제한없음,제한없음,제한없음, - 직전학기 성적 70점 이상,제한없음, - 등록금액 50%, - 본 대학교 교직원의 직계 자녀 ,제한없음, - 2021-07-07~2021-07-13, - 학생복지처 방문 및 우편발송/ 원본제출 필수 ,약간명,제한없음,불필요, - 교직원의 재직증명서 - 학생의 성적증명서 - 학생의 재학증명서  - 교직원과 학생의 가족관계증명서
건양대학교,신문고 장학금,대학교,장학금,소득구분,제한없음,제한없음,제한없음,제한없음, - 가정형편이 어려운 재학생, - 소정액," - 코로나 19바이러스로 인하여 경제적 어려움을 겪고 있는 학생 - 부모님의 사업부도 및 파산, 실직, 교통사고, 화재 기타 등등등",제한없음, - 2021.03.12 ~ 2021.03.22, - 심의 후 결정, - 00원, - 초과학기 등록자 제외,불필요," - 신문고장학금 지원서 - 주민등록등본 또는 가족관계증명서 - 최근 건강보험료 납부 증명서 - 최근 소득금액 증명서(부,모) 각 1부 - 가정형편 곤란을 증명할 수 있는 모든 증빙자료"
한경대학교,교내장학금(직계존비속),대학교,장학금,기타,특정대학,제한없음,제한없음," - 직전학기 12학점 이상 이수, 성적 B 이상",제한없음, - 1명 등록금 전액, - 직계가족 2명 이상 동시 재학 상태,제한없음, - 2020-01-01 ~ 2020-02-10 ,기준없음,약간명,제한없음,불필요, - 교내장학금신청서 - 개인정보동의서 - 재학증명서 - 가족관계증명서
성결대학교,군종사관 장학금,대학교,장학금,기타,제한없음,제한없음,제한없음,제한없음,제한없음,금액미정, - 부모님이 군에 종사하실 경우 신청가능 ,제한없음, -2021-08-30~2021-09-03, - 장학금 신청서를 출력하여 해당 서류와 함께 학생지원과에 제출,약간명, - 중복 지원 불가 ,불필요, - 증빙서류 각 1부 
가천대학교,가천가족장학금,대학교,장학금,기타,제한없음,제한없음,제한없음, - 직전학기 학점 12학점 이상 (졸업학년의 경우 9학점 이상) - 직전학기 성적 2.5이상 ,제한없음," - 500,000원 정액", - 본교에 직계가족 2인 이상 재학,제한없음, -2021-09-07~2021-09-24,기준없음,약간명," - 신청기간 내 장학금을 신청해야 장학금 지급이 가능하오니 반드시 기간 엄수 - 자퇴할 경우에는 수혜받은 장학금 반환 - 최소 취득학점 및 성적 기준 확인 요망 - 휴학생이 고시장학금 신청 시, 반드시 복학하는 해당 학기에 장학금 신청(소급 적용 불가) ",불필요, - 신청서  - 등본 또는 가족관계 증명서 (주민번호 앞자리만 표기) (아랫 학년 학생이 신청함)
재단법인논산시장학회,다문화가정장학생,지자체,장학금,지역연고,제한없음,제한없음,제한없음,제한없음, - 기초생활수급자 또는 차상위계층," - 3,000,000원 ※ 생활비성 장학금 ", - 정규대학교(2년제 포함) 신입생 또는 재학생 중 기초생활수급자 또는 차상위계층으로 다문화 가정의 자녀인 자, - 논산시에 1년 이상 주소를 두고 실제 거주하는 시민 또는 시민의 자녀 - ※ 예외 : 관내 고등학교 졸업 후 지역대학에 입학하는 학생, - 2021-03-02 ~ 2021-03-12,기준없음, - 5명," - 소속 학교에서 징계 처벌을 받았을 때 - 논산시에서 타 지역으로 주소를 이전하였을 때 - 휴학, 기타 사유로 1년을 초과하여 학업을 중단하였을 때 - 기타 장학금 지급이 부적당하다고 이사회에서 의결한 때",불필요, - 장학생 신청서 - 주민등록등본 - 가족관계증명서 - 보호자 또는 본인의 통장 사본 - 재학증명서 또는 입학 증명 서류 - 국민기초생활보장수급자 증명서 또는 차상위계층증명서  * 자세한 사항은 첨부파일 참고
숭실대학교사회복지대학원,원우회장학,대학교,장학금,기타,제한없음,제한없음,제한없음,제한없음,제한없음," - 임원: 직책별 - 기대표: 1,000,000 - 4학기 전공대표: 700,000", - 숭실대학교 사회복지대학원 재학생,제한없음, - 2019-02-04~2019-02-11,기준없음,약간명, - '유관기관장학'의 경우 전체 재학기간 중 1회만 가능(입학 후 첫 학기 지급원칙) - 2019-1학기 미등록자 및 미등록 휴학자는 장학대상 제외 - 장학금은 한 학기에 최대 2종이내에서 수혜,불필요, - 신청서
전라북도인재평생교육진흥원,향토인재 장학생,지자체,장학금,성적우수,"4년제(5~6년제포함),전문대(2~3년제)",제한없음,제한없음," * 신입생 (수능성적 또는 고등학교3학년 1학기 내신적용) - 수능(국어,영어,수학, 탐구영역 중 점수높은 1과목 선택적용) (서울지역 : 수능 평균 70점이상 , 내신 평균 60점이상 / 백분위) (지방대 및 전문대 : 수능 평균 60점이상 , 내신 평균 60점이상 / 백분위) * 재학생  - 전체학년 총 평점평균 B학점 2.7(만점4.3), 3.0(만점4.5)이상 ",제한없음," - 장학금 지급액 : 1,000,000원을 2회 지급(1,2학기) * 타 기관 및 학교, 국가의 장학금 수혜자는 등록금 범위 내에서 중복지원 가능 (학기당 100만원 한도내 지급)",제한없음," * 2년제 이상 대학 신입생 및 재학생으로 다음 어느하나에 해당하는 자 - 공고일(2021. 2. 17) 기준 6개월 전부터 보호자(부,모)의 주민등록이  전라북도에 되어 있는 자 **자세한 사항은 첨부자료 확인필수", - 2021-03-03 ~ 2021-03-10," * 평가기준 : 성적60%, 생활정도 40%, 가산점 적용 * 선발절차 - 시,군별 분야별 구분선발 - 서울소재 4년제 대학과 지방대,전문대 구분 선발 - 예체능계열 신입생, 장애인, 공공기관 이전 자녀 별도 선발 - 재단 이사회(또는 운영위원회에서 최종확정)"," *총 선발인원 : 150명  - 서울 4년제 : 53명 - 지방대, 전문대 : 97명"," - 타 기관 및 장학재단, 학교 등에서 등록금 전액 장학금을 수혜 받은 자  (복학생의 경우 휴학 당시 등록할 때 받은 장학금 적용) - 방송통신대학, 사이버대학, 직업학교 재학생 - 외국 대학교의 한국 캠퍼스 재학생",불필요," - 장학생 지원서 - 성적 확인서류 - 생활정도를 확인할 수 있는 서류 - 재학증명서  - 주민등록등본 - 개인정보제공동의 및 활용승낙서 (학생, 부,모 각각 제출) - 도내 이전 공공기관 재직증명서 (해당자) - 가산점 관련 증빙서류 (해당자)"
한국장학재단,푸른등대 (KOSAF기부펀드 유형Ⅱ),한국장학재단,장학금,소득구분,제한없음,제한없음,제한없음," - 직전 정규학기 백분위 80점 이상, 최소 12학점 이상 이수", - 학자금 지원구간 3구간 이하인 자," - 1,500,000원 ( * 생활비 무상보조로 정액 지원)", * 대한민국 국적의 국내 4년제 및 전문 대학교 재학생 - 소속대학 인근 주거시설을 임차하여 거주하는 대학생 중 학자금 지원구간 3구간 이하인 자,제한없음," - 2021-01-22 ~ 2021-02-05 18:00까지 * 주말 및 공휴일 포함 신청기간 내 24시간 신청 가능(단, 마감일 제외)"," - 가계소득(60점) + 성적(40점), 평가 점수 높은 순 * 동점자 처리기준: 학자금 지원구간 낮은 순 > 성적상위자 > 연소자 ", - 20명," - 전공대, 대학원대, 방송통신대, 원격대, 사이버대, 기능대, 평생교육원은 제외 - 신·편입생 제외, 공고일 현재 잔여학기가 1개 학기 미만인 자",불필요, - 주거지원형 기부장학금 신청서 및 주거시설 임차 증빙 서류
경기과학기술대학교,다솜장학금,대학교,장학금,장애인,제한없음,제한없음,제한없음, - 직전학기 성적이 백분율 환산시 70점 이상,제한없음, - 수업료의 50%," - 장애학생 - 다문화 가정 학생 : 부모 중 1명 이상이 외국 국적이거나, 귀화한 가정의 학생 ",제한없음, - 2021-09-13~2021-09-30,기준없음,약간명,제한없음,불필요, - 장애인임을 증명할 수 있는 서류  - 장애인증(복지카드) 사본 - 다문화증빙서류 - 가족관계증명서 - 혼인관계증명서 - 부모의 외국인 등록증  - 사본 중 해당 서류 
한국산업기술대학교,재직교직원자녀장학금,대학교,장학금,기타,제한없음,제한없음,제한없음, - 평점평균 2.5이상,제한없음, - 등록금 전액 (입학금 제외 ) ," - 직전학기 취득학점 16학점이상 (계약학과 15학점 이상, 졸업학기 9학점 이상)",제한없음, - 2021-09-01~2021-09-26,기준없음,약간명,제한없음,불필요, - 재직교직원자녀장학금 신청서(첨부파일양식) - 재직증명서 - 주민등록등본 또는 가족관계증명서등 가족임을 입증할 수 있는 서류 
성결대학교,새터민 장학금,대학교,장학금,기타,제한없음,제한없음,제한없음,제한없음,제한없음,금액미정, - 북한 이탈 주민자일시 신청가능 ,제한없음, - 2021-08-30~2021-09-03, - 장학금 신청서를 출력하여 해당 서류와 함께 학생지원과에 제출,약간명, - 중복지원불가,불필요, - 북한이탈주민등록확인서 1부 - 교육보호대상자 증명서 1부 - 학력인정증명서 1부 
강남대학교,목회자자녀장학금,대학교,장학금,기타,제한없음,제한없음,제한없음, - 직전학기 성적 평균평점 2.50 이상 취득 및 교내 타장학금 수혜가 없는 자 ,제한없음," - 700,000원 "," - 본교가 인정하는 교단에서 현재 시무중인 목사, 성공회 신부, 전도사, 선교사의 자녀로써 2021-2학기 정규학기 재학생으로 등록을 완료한 자 ",제한없음, - 2021-09-06~2021-10-01, - 제출서류 완비 후 스캔하여 담당자 메일로 제출 ,약간명," - 정규학기 초과자, 미등록자, 휴학자, 장학금기수혜대체등록자 등 ",불필요, - 목회자자녀장학금 신청서 1부 - 교단 발행 교회 소속확인서 1부 - 목회자 소속교단 발행 재직증명서 1부 * 자세한 내용은 홈페이지 참조 바람
강원도 영월군청,희망복지장학금,지자체,장학금,지역연고,제한없음,제한없음,제한없음,"- 대학 신입생 : 전(前)학년 각과목 평균석차 등급이 1~5등급 이내인 자- 대학 재학생 : 전(前)학기 성적이 평점 4.5점 만점에 3.0이상인 자 (단, 졸업예정자는 제외)*특별장학금 :  전국 규모의 예체능계 경연대회에서 3위 이내 입상한 자", - 국민기초생활보장수급자 또는 차상위계층층," - 3,000,000원",제한없음, - 신청일 현재 주민등록표상 영월군에 1년 이상 거주하고 있는 세대의 가구원, - 2021-02-08 ~ 2021-02-19,기준없음, - 10명, - 중복지원 제한,불필요, - 장학금 신청서 - 학업계획서 - 개인정보 수집 및 조회 동의서 - 재학증명서 - 성적증명서 - 2021년도 등록금납입영수증 또는 납입증명서 - 주민등록등본 - 가족관계증명서 - 복지대상증명서 - 통장사본 - 입상증명서류 
의왕시인재육성재단,소상공인자녀장학생,지자체,장학금,지역연고,제한없음,제한없음,제한없음,제한없음," * 의왕시 소재 소상공인 자녀 - 도소매업, 음식점업, 숙박업, 서비스업 : 상시종업원 5인 미만 업체 - 광업, 제조업, 건설업 및 운수업 : 상시종업원 10인 미만 업체 - 중소기업기본령 시행령 제8조 제1항 관련 평균매출액 소기업  ※ 자세한 사항은 첨부파일 참조"," - 500,000원 * 생활비성", - 공고일 기준 창업 6개월 이상인 사업장 소재지와 사업자 거주지가 모두 의왕시인 소상공인 대학생 자녀, - 공고일 기준 창업 6개월 이상인 사업장 소재지와 사업자 거주지가 모두 의왕시인 소상공인 대학생 자녀, - 2020-10-26 ~ 2020-11-06,기준없음, - 40명," - 1가구 1명 지원 - 학생 본인 사업자 - 휴·폐업 중인 사업자, 무점표 사업자 및 인터넷전자상거래 사업자 - 대기업 운영 프렌차이즈 직영점 또는 가맹점",불필요, - 장학금 지원 신청서 - 사업자등록증 사본 - 주민등록등본 - 가족관계증명서 - 20년도 1~6월 부가가지체 과세표준 증명원 - 상시종업원수를 확인할 수 있는 서류 - 개인정보 동의서
